run_uid,status,created_at,start_time,end_time,duration_sec,exit_code,exp_name,experiment_comment,stages,config_list,train_config_path,infer_config_path,measure_config_path,base_config,runtime_config,exp_tag,exp_dir,model_tag,learning_rate,peft_type,peft_detail,optimizer_detail,scheduler_detail,trainer_detail,model_init_detail,trainer_max_epochs,trainer_max_steps,trainer_accumulate_grad_batches,trainer_gradient_clip_val,trainer_precision,trainer_fast_dev_run,seed,num_device,num_nodes,slurm_job_name,slurm_job_id,slurm_array_job_id,slurm_array_task_id,hostname,cuda_visible_devices,command,wer,cer
18135958_0_exp_20260509_005022_config_0_a0,FAILED,2026-05-08T20:10:12-05:00,2026-05-08T20:10:12-05:00,2026-05-08T20:10:43-05:00,31,1,exp_20260509_005022, [debug-gate],train,.autoresearch/array_conf/exp_20260509_005022/array.txt,conf/exp_20260509_005022/generated/runtime_na_0.yaml,,,conf/exp_20260509_005022/config_0.yaml,conf/exp_20260509_005022/generated/runtime_na_0.yaml,exp_20260509_005022_config_0_a0,./exp/exp_20260509_005022/exp_20260509_005022_config_0_a0,,,,"""""",{},{},"{""fast_dev_run"":10,""max_epochs"":3,""max_steps"":100}",{},3,100,,,,10,,1,1,exp_20260509_005022_debug,18135958,,0,gpua086,0,python run.py --stages train --training_config conf/exp_20260509_005022/generated/runtime_na_0.yaml ,,
18136010_0_exp_20260509_005022_config_0_a0,FAILED,2026-05-08T20:14:50-05:00,2026-05-08T20:14:50-05:00,2026-05-08T20:15:24-05:00,34,1,exp_20260509_005022, [debug-gate],train,.autoresearch/array_conf/exp_20260509_005022/array.txt,conf/exp_20260509_005022/generated/runtime_na_0.yaml,,,conf/exp_20260509_005022/config_0.yaml,conf/exp_20260509_005022/generated/runtime_na_0.yaml,exp_20260509_005022_config_0_a0,./exp/exp_20260509_005022/exp_20260509_005022_config_0_a0,,,,"""""",{},{},"{""fast_dev_run"":10,""max_epochs"":3,""max_steps"":100}",{},3,100,,,,10,,1,1,exp_20260509_005022_debug,18136010,,0,gpua078,0,python run.py --stages train --training_config conf/exp_20260509_005022/generated/runtime_na_0.yaml ,,
